Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
java,me.jellysquid.mods.lithium.common.block.entity.inventory_change_tracking,InventoryChangeTracker,listenForContentChangesOnce,3,1,2
java,me.jellysquid.mods.lithium.common.block.entity.inventory_change_tracking,InventoryChangeTracker,listenForMajorInventoryChanges,3,1,1
java,me.jellysquid.mods.lithium.common.block.entity.inventory_change_tracking,InventoryChangeTracker,stopListenForMajorInventoryChanges,3,1,1
java,me.jellysquid.mods.lithium.common.block.entity.inventory_comparator_tracking,ComparatorTracker,lithium$onComparatorAdded,0,1,2
java,me.jellysquid.mods.lithium.common.block.entity.inventory_comparator_tracking,ComparatorTracker,lithium$hasAnyComparatorNearby,0,1,0
java,me.jellysquid.mods.lithium.common.block.entity.inventory_comparator_tracking,ComparatorTracking,notifyNearbyBlockEntitiesAboutNewComparator,16,5,2
java,me.jellysquid.mods.lithium.common.block.entity.inventory_comparator_tracking,ComparatorTracking,findNearbyComparators,14,4,2
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,tick,2,1,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,isRemoved,3,1,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,getPos,3,1,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,getName,3,1,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,lithium$getTickWrapper,0,1,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,lithium$setTickWrapper,0,1,1
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,lithium$getSleepingTicker,0,1,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,lithium$setSleepingTicker,0,1,1
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,lithium$startSleeping,12,3,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,sleepOnlyCurrentTick,10,2,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,wakeUpNow,8,2,0
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,setTicker,7,2,1
java,me.jellysquid.mods.lithium.common.block.entity,SleepingBlockEntity,isSleeping,3,1,0
java,me.jellysquid.mods.lithium.common.client,ClientWorldAccessor,lithium$getEntityManager,0,1,0
java,me.jellysquid.mods.lithium.common.compat.fabric_transfer_api_v1,FabricTransferApiCompat,canHopperInteractWithApiInventory,6,1,3
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,applyLithiumCompat,6,2,0
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,LithiumConfig,42,5,0
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,load,27,3,1
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,addRuleDependency,14,3,3
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,addMixinRule,5,2,2
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,readProperties,23,5,1
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,applyModOverrides,15,5,0
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,applyModOverride,21,6,3
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,getEffectiveOptionForMixin,17,4,1
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,applyDependencies,7,2,0
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,writeDefaultConfig,21,4,1
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,getMixinRuleName,3,1,1
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,getOptionCount,3,1,0
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,getOptionOverrideCount,3,1,0
java,me.jellysquid.mods.lithium.common.config,LithiumConfig,getParent,9,2,1
java,me.jellysquid.mods.lithium.common.config,Option,Option,5,1,3
java,me.jellysquid.mods.lithium.common.config,Option,setEnabled,4,1,2
java,me.jellysquid.mods.lithium.common.config,Option,addModOverride,7,2,2
java,me.jellysquid.mods.lithium.common.config,Option,isEnabled,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,isEnabledRecursive,3,1,1
java,me.jellysquid.mods.lithium.common.config,Option,isOverridden,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,isUserDefined,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,isModDefined,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,getName,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,clearModsDefiningValue,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,getDefiningMods,3,1,0
java,me.jellysquid.mods.lithium.common.config,Option,addDependency,6,2,2
java,me.jellysquid.mods.lithium.common.config,Option,disableIfDependenciesNotMet,14,4,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,BlockCache,6,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,isTracking,3,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,initTracking,8,2,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,updateCache,23,6,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,resetTrackedPos,5,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,resetCachedInfo,9,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,remove,5,2,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,canSkipBlockTouching,3,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,setCanSkipBlockTouching,3,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,getStationaryFluidHeightOrDefault,6,2,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,setCachedFluidHeight,3,1,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,getIsTouchingFireLava,6,2,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,setCachedTouchingFireLava,3,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,getIsSuffocating,6,2,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,setCachedIsSuffocating,3,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,canSkipSupportingBlockSearch,3,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,setCanSkipSupportingBlockSearch,4,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,cacheSupportingBlock,3,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCache,getCachedSupportingBlock,6,2,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCacheProvider,lithium$getBlockCache,0,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,BlockCacheProvider,getUpdatedBlockCache,5,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,ChunkSectionChangeCallback,ChunkSectionChangeCallback,4,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,ChunkSectionChangeCallback,create,9,2,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,ChunkSectionChangeCallback,onBlockChange,11,3,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,ChunkSectionChangeCallback,addTracker,10,2,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,ChunkSectionChangeCallback,removeTracker,11,3,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,ChunkSectionChangeCallback,onChunkSectionInvalidated,12,4,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,SectionedBlockChangeTracker,5,1,2
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,matchesMovedBox,3,1,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,registerAt,8,1,3
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,getWorldTime,3,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,register,31,8,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,unregister,27,7,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,listenToAllSections,33,7,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,setChanged,8,2,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,setChanged,5,2,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,isUnchangedSince,10,3,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,equals,6,3,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,hashCode,3,1,0
java,me.jellysquid.mods.lithium.common.entity.block_tracking,SectionedBlockChangeTracker,onChunkSectionInvalidated,8,2,1
java,me.jellysquid.mods.lithium.common.entity.block_tracking.block_support,SupportingBlockCollisionShapeProvider,lithium$getCollisionShapeBelow,0,1,0
java,me.jellysquid.mods.lithium.common.entity,EntityClassGroup,EntityClassGroup,5,1,1
java,me.jellysquid.mods.lithium.common.entity,EntityClassGroup,clear,3,1,0
java,me.jellysquid.mods.lithium.common.entity,EntityClassGroup,contains,9,2,1
java,me.jellysquid.mods.lithium.common.entity,EntityClassGroup,testAndAddClass,14,2,1
java,me.jellysquid.mods.lithium.common.entity,EntityClassGroup,NoDragonClassGroup,6,2,1
java,me.jellysquid.mods.lithium.common.entity,NoDragonClassGroup,NoDragonClassGroup,6,2,1
java,me.jellysquid.mods.lithium.common.entity,EquipmentEntity,lithium$onEquipmentReplaced,0,1,2
java,me.jellysquid.mods.lithium.common.entity,EquipmentEntity,lithium$onEquipmentChanged,0,1,0
java,me.jellysquid.mods.lithium.common.entity,EquipmentEntity,lithium$updateHasTickableEnchantments,0,1,2
java,me.jellysquid.mods.lithium.common.entity,EquipmentTrackingEntity,lithium$onEquipmentChanged,0,1,0
java,me.jellysquid.mods.lithium.common.entity,TickableEnchantmentTrackingEntity,lithium$updateHasTickableEnchantments,0,1,2
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,getBlockCollisions,3,1,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,doesBoxCollideWithBlocks,5,1,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,doesBoxCollideWithHardEntities,6,2,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,appendEntityCollisions,17,6,4
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,appendWorldBorderCollision,6,2,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,getEntityWorldBorderCollisionIterable,50,10,4
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,iterator,42,10,0
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,computeNext,35,10,0
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,isWithinWorldBorder,7,1,2
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,isBoxEmpty,3,1,1
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,doesBoxCollideWithWorldBorder,9,2,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,getWorldBorderCollision,4,1,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,getSupportingCollisionForEntity,9,3,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,getCollisionShapeBelowEntityFallback,14,3,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,addLastBlockCollisionIfRequired,9,3,3
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,getSmallerBoxForSingleAxisMovement,36,7,5
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,addEntityCollisionsIfRequired,6,2,5
java,me.jellysquid.mods.lithium.common.entity,LithiumEntityCollisions,addWorldBorderCollisionIfRequired,6,2,4
java,me.jellysquid.mods.lithium.common.entity,NavigatingEntity,lithium$isRegisteredToWorld,0,1,0
java,me.jellysquid.mods.lithium.common.entity,NavigatingEntity,lithium$setRegisteredToWorld,0,1,1
java,me.jellysquid.mods.lithium.common.entity,NavigatingEntity,lithium$getRegisteredNavigation,0,1,0
java,me.jellysquid.mods.lithium.common.entity,NavigatingEntity,lithium$updateNavigationRegistration,0,1,0
java,me.jellysquid.mods.lithium.common.entity,PositionedEntityTrackingSection,lithium$setPos,0,1,1
java,me.jellysquid.mods.lithium.common.entity,PositionedEntityTrackingSection,lithium$getPos,0,1,0
java,me.jellysquid.mods.lithium.common.entity,TypeFilterableListInternalAccess,lithium$getOrCreateAllOfTypeRaw,0,1,1
java,me.jellysquid.mods.lithium.common.entity,TypeFilterableListInternalAccess,lithium$replaceCollectionAndGet,0,1,2
java,me.jellysquid.mods.lithium.common.entity,TypeFilterableListInternalAccess,lithium$replaceCollectionAndGet,0,1,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityLazyIterationConsumer,ItemEntityLazyIterationConsumer,8,1,3
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityLazyIterationConsumer,getMergeEntities,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityLazyIterationConsumer,accept,14,4,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityLazyIterationConsumer,predictReceivedItemCount,12,3,4
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityLazyIterationConsumer,getTransferAmount,3,1,3
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,hashCode,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,equals,3,1,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,ItemEntityList,13,2,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,markElementAsOutdated,6,2,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,processOutdated,19,4,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,size,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,isEmpty,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,contains,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,toArray,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,toArray,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,add,13,2,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,addToCategories,10,3,3
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,addToCategoryList,22,5,5
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,subscribeElement,3,1,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,isMaxHalfFull,5,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,isMaxHalfFull,3,1,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,remove,8,2,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,remove,8,2,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,removeElement,19,5,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,reinitialize,18,4,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,unsubscribeElement,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,removeFromCategories,10,3,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,removeFromCategoryList,9,3,3
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,containsAll,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,clear,10,2,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,equals,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,hashCode,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,get,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,set,33,6,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,indexOf,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,lastIndexOf,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,toArray,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,stream,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,parallelStream,3,1,0
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,forEach,3,1,1
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,lithium$notify,3,1,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,lithium$forceUnsubscribe,3,1,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,lithium$notifyCount,18,4,3
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,consumeForEntityStacking,12,2,2
java,me.jellysquid.mods.lithium.common.entity.item,ItemEntityList,consumeElements,18,5,2
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,ChunkAwareBlockCollisionSweeper,3,1,3
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,ChunkAwareBlockCollisionSweeper,22,1,4
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,getLastCollision,3,1,0
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,getLastCollisionIterator,16,2,0
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,hasNext,3,1,0
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,next,8,2,0
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,nextSection,45,7,0
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,computeNext,59,13,0
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,canInteractWithBlock,3,1,2
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,getCollidedShape,18,5,6
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,expandMin,3,1,1
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,expandMax,3,1,1
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,hasChunkSectionOversizedBlocks,7,2,2
java,me.jellysquid.mods.lithium.common.entity.movement,ChunkAwareBlockCollisionSweeper,collectAll,7,2,0
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,EntityMovementTrackerSection,lithium$addListener,0,1,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,EntityMovementTrackerSection,lithium$removeListener,0,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,EntityMovementTrackerSection,lithium$trackEntityMovement,0,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,EntityMovementTrackerSection,lithium$getChangeTime,0,1,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,EntityMovementTrackerSection,lithium$listenToMovementOnce,0,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,EntityMovementTrackerSection,lithium$removeListenToMovementOnce,0,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,MovementTrackerHelper,getNotificationMask,7,2,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,MovementTrackerHelper,calculateNotificationMask,13,3,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementListener,lithium$handleEntityMovement,0,1,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,SectionedEntityMovementTracker,8,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,hashCode,3,1,0
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,equals,3,1,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,isUnchangedSince,10,3,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,listenToAllSectionsAndGetMaxChangeTime,10,2,0
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,register,23,5,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,unRegister,19,4,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,onSectionEnteredRange,7,1,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,onSectionLeftRange,9,2,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,setChanged,5,2,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,listenToEntityMovementOnce,9,3,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,emitEntityMovement,6,2,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedEntityMovementTracker,notifyAllListeners,9,3,0
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedInventoryEntityMovementTracker,SectionedInventoryEntityMovementTracker,3,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedInventoryEntityMovementTracker,registerAt,7,1,3
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedInventoryEntityMovementTracker,getEntities,15,5,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedItemEntityMovementTracker,SectionedItemEntityMovementTracker,3,1,2
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedItemEntityMovementTracker,registerAt,7,1,3
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,SectionedItemEntityMovementTracker,getEntities,17,6,1
java,me.jellysquid.mods.lithium.common.entity.movement_tracker,ToggleableMovementTracker,lithium$setNotificationMask,0,1,1
java,me.jellysquid.mods.lithium.common.entity.pushable,BlockCachingEntity,lithium$OnBlockCacheDeleted,2,1,0
java,me.jellysquid.mods.lithium.common.entity.pushable,BlockCachingEntity,lithium$OnBlockCacheSet,2,1,1
java,me.jellysquid.mods.lithium.common.entity.pushable,BlockCachingEntity,lithium$SetClimbingMobCachingSectionUpdateBehavior,3,1,1
java,me.jellysquid.mods.lithium.common.entity.pushable,BlockCachingEntity,lithium$getCachedFeetBlockState,0,1,0
java,me.jellysquid.mods.lithium.common.entity.pushable,EntityPushablePredicate,and,8,1,2
java,me.jellysquid.mods.lithium.common.entity.pushable,EntityPushablePredicate,test,3,1,1
java,me.jellysquid.mods.lithium.common.hopper,HopperHelper,tryMoveSingleItem,20,6,3
java,me.jellysquid.mods.lithium.common.hopper,HopperHelper,tryMoveSingleItem,17,4,5
java,me.jellysquid.mods.lithium.common.hopper,HopperHelper,calculateReducedSignalStrength,7,1,6
